,Date,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
336,2020-08,Ago 2020,Nordeste,Bahia,Outros,B.1.1.28,3
337,2020-08,Ago 2020,Nordeste,Bahia,Outros,B.1.1.33,4
338,2020-08,Ago 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
339,2020-08,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
340,2020-08,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.28,1
341,2020-08,Ago 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
342,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,21
343,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,15
344,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,6
345,2020-08,Ago 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,9
346,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,4
347,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,2
348,2020-08,Ago 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
349,2020-08,Ago 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,2
350,2020-08,Ago 2020,Norte,Acre,Outros,B.1.1,2
351,2020-08,Ago 2020,Norte,Acre,Outros,B.1.1.33,12
352,2020-08,Ago 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,4
353,2020-08,Ago 2020,Norte,Amazonas,FIOCRUZ,Outras,2
354,2020-08,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
355,2020-08,Ago 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,3
356,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,4
357,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,14
358,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,23
359,2020-08,Ago 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,2
360,2020-08,Ago 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,9
361,2020-08,Ago 2020,Sudeste,São Paulo,Outros,B.1.1,2
362,2020-08,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.28,28
363,2020-08,Ago 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
364,2020-08,Ago 2020,Sudeste,São Paulo,Outros,Outras,1
365,2020-08,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1,2
366,2020-08,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,4
367,2020-08,Ago 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
368,2020-08,Ago 2020,Sul,Paraná,Outros,B.1.1.28,5
369,2020-08,Ago 2020,Sul,Paraná,Outros,B.1.1.33,5
370,2020-08,Ago 2020,Sul,Paraná,Outros,Outras,2
371,2020-08,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,2
372,2020-08,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,7
373,2020-08,Ago 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,5
374,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1,4
375,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,33
376,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,55
377,2020-08,Ago 2020,Sul,Rio Grande do Sul,Outros,Outras,17
378,2020-08,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
379,2020-08,Ago 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
380,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1,1
381,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,2
382,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,1
383,2020-09,Set 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
384,2020-09,Set 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
385,2020-09,Set 2020,Centro-oeste,Goiás,Outros,B.1.1,1
386,2020-09,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
387,2020-09,Set 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
388,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,2
389,2020-09,Set 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,6
390,2020-09,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,3
391,2020-09,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,6
392,2020-09,Set 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,9
393,2020-09,Set 2020,Nordeste,Bahia,Outros,B.1.1.28,3
394,2020-09,Set 2020,Nordeste,Bahia,Outros,B.1.1.33,3
395,2020-09,Set 2020,Nordeste,Bahia,Outros,Outras,1
396,2020-09,Set 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,1
397,2020-09,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
398,2020-09,Set 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
399,2020-09,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,27
400,2020-09,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,83
401,2020-09,Set 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,25
402,2020-09,Set 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,17
403,2020-09,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,4
404,2020-09,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,5
405,2020-09,Set 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
406,2020-09,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
407,2020-09,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,9
408,2020-09,Set 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,7
409,2020-09,Set 2020,Norte,Amazonas,FIOCRUZ,Outras,4
410,2020-09,Set 2020,Norte,Tocantins,Outros,B.1.1,1
411,2020-09,Set 2020,Norte,Tocantins,Outros,B.1.1.28,4
412,2020-09,Set 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,14
413,2020-09,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,2
414,2020-09,Set 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,2
415,2020-09,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,2
416,2020-09,Set 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
417,2020-09,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,8
418,2020-09,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,35
419,2020-09,Set 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
420,2020-09,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,2
421,2020-09,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
422,2020-09,Set 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,5
423,2020-09,Set 2020,Sudeste,Rio de Janeiro,Outros,Outras,2
424,2020-09,Set 2020,Sudeste,São Paulo,Outros,B.1.1.28,13
425,2020-09,Set 2020,Sudeste,São Paulo,Outros,B.1.1.33,2
426,2020-09,Set 2020,Sudeste,São Paulo,Outros,Outras,1
427,2020-09,Set 2020,Sudeste,São Paulo,Outros,P.2,1
428,2020-09,Set 2020,Sul,Paraná,Outros,B.1.1,1
429,2020-09,Set 2020,Sul,Paraná,Outros,B.1.1.28,3
430,2020-09,Set 2020,Sul,Paraná,Outros,B.1.1.33,5
431,2020-09,Set 2020,Sul,Paraná,Outros,P.2,1
432,2020-09,Set 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,1
433,2020-09,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
434,2020-09,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,20
435,2020-09,Set 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,33
436,2020-09,Set 2020,Sul,Rio Grande do Sul,Outros,Outras,7
437,2020-09,Set 2020,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),1
438,2020-09,Set 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,3
439,2020-09,Set 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
440,2020-10,Out 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,3
441,2020-10,Out 2020,Centro-oeste,Distrito Federal,Outros,P.2,4
442,2020-10,Out 2020,Centro-oeste,Goiás,Outros,B.1.1.28,2
443,2020-10,Out 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
444,2020-10,Out 2020,Centro-oeste,Goiás,Outros,P.1+P.1.* (Gama),1
445,2020-10,Out 2020,Centro-oeste,Goiás,Outros,P.2,1
446,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,7
447,2020-10,Out 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,2
448,2020-10,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,1
449,2020-10,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,2
450,2020-10,Out 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,5
451,2020-10,Out 2020,Nordeste,Bahia,Outros,B.1.1.28,1
452,2020-10,Out 2020,Nordeste,Bahia,Outros,P.2,1
453,2020-10,Out 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,6
454,2020-10,Out 2020,Nordeste,Paraíba,FIOCRUZ,P.2,1
455,2020-10,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,16
456,2020-10,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,29
457,2020-10,Out 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,29
458,2020-10,Out 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,5
459,2020-10,Out 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,10
460,2020-10,Out 2020,Nordeste,Piauí,Outros,B.1.1.28,2
461,2020-10,Out 2020,Nordeste,Piauí,Outros,Outras,2
462,2020-10,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,2
463,2020-10,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,3
464,2020-10,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
465,2020-10,Out 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
466,2020-10,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
467,2020-10,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,8
468,2020-10,Out 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,2
469,2020-10,Out 2020,Norte,Amazonas,FIOCRUZ,Outras,4
470,2020-10,Out 2020,Norte,Pará,Outros,B.1.1,1
471,2020-10,Out 2020,Norte,Pará,Outros,P.2,6
472,2020-10,Out 2020,Norte,Tocantins,Outros,B.1.1.28,6
473,2020-10,Out 2020,Norte,Tocantins,Outros,B.1.1.33,2
474,2020-10,Out 2020,Norte,Tocantins,Outros,P.2,1
475,2020-10,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,4
476,2020-10,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,6
477,2020-10,Out 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,3
478,2020-10,Out 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,1
479,2020-10,Out 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,1
480,2020-10,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1,1
481,2020-10,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,4
482,2020-10,Out 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,5
483,2020-10,Out 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,3
484,2020-10,Out 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
485,2020-10,Out 2020,Sudeste,Minas Gerais,Outros,P.2,1
486,2020-10,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,7
487,2020-10,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,23
488,2020-10,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
489,2020-10,Out 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,5
490,2020-10,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
491,2020-10,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,7
492,2020-10,Out 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,19
493,2020-10,Out 2020,Sudeste,Rio de Janeiro,Outros,P.2,20
494,2020-10,Out 2020,Sudeste,São Paulo,Outros,B.1.1,1
495,2020-10,Out 2020,Sudeste,São Paulo,Outros,B.1.1.28,22
496,2020-10,Out 2020,Sudeste,São Paulo,Outros,B.1.1.33,6
497,2020-10,Out 2020,Sudeste,São Paulo,Outros,Outras,3
498,2020-10,Out 2020,Sudeste,São Paulo,Outros,P.2,5
499,2020-10,Out 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,1
500,2020-10,Out 2020,Sul,Paraná,FIOCRUZ,P.2,1
501,2020-10,Out 2020,Sul,Paraná,Outros,B.1.1.28,13
502,2020-10,Out 2020,Sul,Paraná,Outros,B.1.1.33,6
503,2020-10,Out 2020,Sul,Paraná,Outros,Outras,3
504,2020-10,Out 2020,Sul,Paraná,Outros,P.2,7
505,2020-10,Out 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,2
506,2020-10,Out 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,2
507,2020-10,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1,2
508,2020-10,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,25
509,2020-10,Out 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,24
510,2020-10,Out 2020,Sul,Rio Grande do Sul,Outros,Outras,10
511,2020-10,Out 2020,Sul,Rio Grande do Sul,Outros,P.2,10
512,2020-10,Out 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
513,2020-11,Nov 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
514,2020-11,Nov 2020,Centro-oeste,Distrito Federal,Outros,P.2,2
515,2020-11,Nov 2020,Centro-oeste,Goiás,Outros,P.2,1
516,2020-11,Nov 2020,Centro-oeste,Mato Grosso,Outros,Outras,1
517,2020-11,Nov 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,1
518,2020-11,Nov 2020,Nordeste,Alagoas,FIOCRUZ,Outras,1
519,2020-11,Nov 2020,Nordeste,Alagoas,FIOCRUZ,P.2,1
520,2020-11,Nov 2020,Nordeste,Alagoas,Outros,B.1.1.28,1
521,2020-11,Nov 2020,Nordeste,Alagoas,Outros,P.2,3
522,2020-11,Nov 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,1
523,2020-11,Nov 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
524,2020-11,Nov 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
525,2020-11,Nov 2020,Nordeste,Bahia,Outros,B.1.1.28,2
526,2020-11,Nov 2020,Nordeste,Bahia,Outros,B.1.1.33,3
527,2020-11,Nov 2020,Nordeste,Bahia,Outros,Outras,2
528,2020-11,Nov 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,3
529,2020-11,Nov 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,7
530,2020-11,Nov 2020,Nordeste,Ceará,FIOCRUZ,P.2,2
531,2020-11,Nov 2020,Nordeste,Maranhão,FIOCRUZ,Outras,4
532,2020-11,Nov 2020,Nordeste,Maranhão,Outros,B.1.1,1
533,2020-11,Nov 2020,Nordeste,Maranhão,Outros,B.1.1.28,1
534,2020-11,Nov 2020,Nordeste,Maranhão,Outros,Outras,3
535,2020-11,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,9
536,2020-11,Nov 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,3
537,2020-11,Nov 2020,Nordeste,Paraíba,FIOCRUZ,Outras,2
538,2020-11,Nov 2020,Nordeste,Paraíba,FIOCRUZ,P.2,2
539,2020-11,Nov 2020,Nordeste,Paraíba,Outros,B.1.1,5
540,2020-11,Nov 2020,Nordeste,Paraíba,Outros,B.1.1.28,2
541,2020-11,Nov 2020,Nordeste,Paraíba,Outros,Outras,4
542,2020-11,Nov 2020,Nordeste,Paraíba,Outros,P.2,1
543,2020-11,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,10
544,2020-11,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,65
545,2020-11,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,48
546,2020-11,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,10
547,2020-11,Nov 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,4
548,2020-11,Nov 2020,Nordeste,Piauí,Outros,B.1.1.28,1
549,2020-11,Nov 2020,Nordeste,Piauí,Outros,Outras,3
550,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,1
551,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,1
552,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,3
553,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
554,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.28,1
555,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,2
556,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,Outros,Outras,1
557,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,Outros,P.2,4
558,2020-11,Nov 2020,Norte,Amapá,Outros,P.2,5
559,2020-11,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1,2
560,2020-11,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,11
561,2020-11,Nov 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,2
562,2020-11,Nov 2020,Norte,Amazonas,FIOCRUZ,Outras,13
563,2020-11,Nov 2020,Norte,Amazonas,FIOCRUZ,P.2,2
564,2020-11,Nov 2020,Norte,Amazonas,Outros,B.1.1,2
565,2020-11,Nov 2020,Norte,Amazonas,Outros,B.1.1.28,7
566,2020-11,Nov 2020,Norte,Amazonas,Outros,B.1.1.33,1
567,2020-11,Nov 2020,Norte,Amazonas,Outros,Outras,8
568,2020-11,Nov 2020,Norte,Amazonas,Outros,P.2,1
569,2020-11,Nov 2020,Norte,Pará,Outros,B.1.1,3
570,2020-11,Nov 2020,Norte,Pará,Outros,B.1.1.28,2
571,2020-11,Nov 2020,Norte,Pará,Outros,Outras,1
572,2020-11,Nov 2020,Norte,Pará,Outros,P.2,10
573,2020-11,Nov 2020,Norte,Roraima,Outros,B.1.1.28,1
574,2020-11,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.28,1
575,2020-11,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,7
576,2020-11,Nov 2020,Sudeste,Espírito Santo,FIOCRUZ,P.2,2
577,2020-11,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.28,1
578,2020-11,Nov 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
579,2020-11,Nov 2020,Sudeste,Espírito Santo,Outros,P.2,5
580,2020-11,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.28,1
581,2020-11,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,4
582,2020-11,Nov 2020,Sudeste,Minas Gerais,FIOCRUZ,P.2,3
583,2020-11,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1,1
584,2020-11,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,5
585,2020-11,Nov 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,1
586,2020-11,Nov 2020,Sudeste,Minas Gerais,Outros,Outras,1
587,2020-11,Nov 2020,Sudeste,Minas Gerais,Outros,P.2,10
588,2020-11,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,5
589,2020-11,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,10
590,2020-11,Nov 2020,Sudeste,Rio de Janeiro,FIOCRUZ,P.2,12
591,2020-11,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,3
592,2020-11,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,12
593,2020-11,Nov 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,10
594,2020-11,Nov 2020,Sudeste,Rio de Janeiro,Outros,Outras,1
595,2020-11,Nov 2020,Sudeste,Rio de Janeiro,Outros,P.2,21
596,2020-11,Nov 2020,Sudeste,São Paulo,Outros,B.1.1,3
597,2020-11,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.28,42
598,2020-11,Nov 2020,Sudeste,São Paulo,Outros,B.1.1.33,8
599,2020-11,Nov 2020,Sudeste,São Paulo,Outros,Outras,20
600,2020-11,Nov 2020,Sudeste,São Paulo,Outros,P.2,26
601,2020-11,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,4
602,2020-11,Nov 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,1
603,2020-11,Nov 2020,Sul,Paraná,FIOCRUZ,P.2,4
604,2020-11,Nov 2020,Sul,Paraná,Outros,B.1.1,1
605,2020-11,Nov 2020,Sul,Paraná,Outros,B.1.1.28,17
606,2020-11,Nov 2020,Sul,Paraná,Outros,B.1.1.33,2
607,2020-11,Nov 2020,Sul,Paraná,Outros,Outras,5
608,2020-11,Nov 2020,Sul,Paraná,Outros,P.2,8
609,2020-11,Nov 2020,Sul,Rio Grande do Sul,FIOCRUZ,P.2,3
610,2020-11,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1,2
611,2020-11,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,51
612,2020-11,Nov 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,17
613,2020-11,Nov 2020,Sul,Rio Grande do Sul,Outros,Outras,43
614,2020-11,Nov 2020,Sul,Rio Grande do Sul,Outros,P.1+P.1.* (Gama),1
615,2020-11,Nov 2020,Sul,Rio Grande do Sul,Outros,P.2,72
616,2020-11,Nov 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
617,2020-11,Nov 2020,Sul,Santa Catarina,FIOCRUZ,Outras,1
618,2020-11,Nov 2020,Sul,Santa Catarina,FIOCRUZ,P.2,2
619,2020-11,Nov 2020,Sul,Santa Catarina,Outros,B.1.1.28,1
620,2020-11,Nov 2020,Sul,Santa Catarina,Outros,P.2,1
621,2020-12,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
622,2020-12,Dez 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.7 (Alfa),2
623,2020-12,Dez 2020,Centro-oeste,Goiás,FIOCRUZ,P.2,1
624,2020-12,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.28,12
625,2020-12,Dez 2020,Centro-oeste,Goiás,Outros,B.1.1.33,1
626,2020-12,Dez 2020,Centro-oeste,Goiás,Outros,Outras,8
627,2020-12,Dez 2020,Centro-oeste,Goiás,Outros,P.2,29
628,2020-12,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,2
629,2020-12,Dez 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,2
630,2020-12,Dez 2020,Centro-oeste,Mato Grosso,Outros,Outras,2
631,2020-12,Dez 2020,Centro-oeste,Mato Grosso,Outros,P.2,3
632,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1,1
633,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,1
634,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,5
635,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,1
636,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,3
637,2020-12,Dez 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,1
638,2020-12,Dez 2020,Nordeste,Alagoas,FIOCRUZ,Outras,3
639,2020-12,Dez 2020,Nordeste,Alagoas,FIOCRUZ,P.2,15
640,2020-12,Dez 2020,Nordeste,Alagoas,Outros,B.1.1.28,1
641,2020-12,Dez 2020,Nordeste,Alagoas,Outros,P.2,10
642,2020-12,Dez 2020,Nordeste,Bahia,FIOCRUZ,Outras,1
643,2020-12,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.1+P.1.* (Gama),2
644,2020-12,Dez 2020,Nordeste,Bahia,FIOCRUZ,P.2,5
645,2020-12,Dez 2020,Nordeste,Bahia,Outros,B.1.1.28,3
646,2020-12,Dez 2020,Nordeste,Bahia,Outros,Outras,1
647,2020-12,Dez 2020,Nordeste,Bahia,Outros,P.1+P.1.* (Gama),3
648,2020-12,Dez 2020,Nordeste,Bahia,Outros,P.2,1
649,2020-12,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1,1
650,2020-12,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.28,3
651,2020-12,Dez 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,8
652,2020-12,Dez 2020,Nordeste,Ceará,FIOCRUZ,Outras,1
653,2020-12,Dez 2020,Nordeste,Ceará,FIOCRUZ,P.2,8
654,2020-12,Dez 2020,Nordeste,Ceará,Outros,B.1.1.28,1
655,2020-12,Dez 2020,Nordeste,Ceará,Outros,P.2,2
656,2020-12,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.28,7
657,2020-12,Dez 2020,Nordeste,Maranhão,FIOCRUZ,B.1.1.33,4
658,2020-12,Dez 2020,Nordeste,Maranhão,FIOCRUZ,Outras,15
659,2020-12,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.1+P.1.* (Gama),1
660,2020-12,Dez 2020,Nordeste,Maranhão,FIOCRUZ,P.2,10
661,2020-12,Dez 2020,Nordeste,Maranhão,Outros,Outras,9
662,2020-12,Dez 2020,Nordeste,Maranhão,Outros,P.2,3
663,2020-12,Dez 2020,Nordeste,Paraíba,FIOCRUZ,Outras,1
664,2020-12,Dez 2020,Nordeste,Paraíba,Outros,B.1.1,6
665,2020-12,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.28,8
666,2020-12,Dez 2020,Nordeste,Paraíba,Outros,B.1.1.33,2
667,2020-12,Dez 2020,Nordeste,Paraíba,Outros,Outras,4
668,2020-12,Dez 2020,Nordeste,Paraíba,Outros,P.2,10
669,2020-12,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,1
670,2020-12,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,4
671,2020-12,Dez 2020,Nordeste,Pernambuco,FIOCRUZ,P.2,15
672,2020-12,Dez 2020,Nordeste,Pernambuco,Outros,Outras,1
673,2020-12,Dez 2020,Nordeste,Pernambuco,Outros,P.2,1
