,Date,Período,Região,Estado,Laboratório,Linhagens relevantes,Quantidade
36,2020-03-01,Mar 2020,Norte,Amazonas,FIOCRUZ,Outras,3
37,2020-03-01,Mar 2020,Norte,Amazonas,Outros,Outras,1
38,2020-03-01,Mar 2020,Norte,Pará,Outros,B.1.1,1
39,2020-03-01,Mar 2020,Norte,Pará,Outros,B.1.1.28,2
40,2020-03-01,Mar 2020,Norte,Pará,Outros,B.1.1.33,2
41,2020-03-01,Mar 2020,Norte,Pará,Outros,Outras,3
42,2020-03-01,Mar 2020,Sudeste,Minas Gerais,Outros,B.1.1,16
43,2020-03-01,Mar 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,3
44,2020-03-01,Mar 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,6
45,2020-03-01,Mar 2020,Sudeste,Minas Gerais,Outros,Outras,30
46,2020-03-01,Mar 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,2
47,2020-03-01,Mar 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,10
48,2020-03-01,Mar 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,5
49,2020-03-01,Mar 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
50,2020-03-01,Mar 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,13
51,2020-03-01,Mar 2020,Sudeste,Rio de Janeiro,Outros,Outras,17
52,2020-03-01,Mar 2020,Sudeste,São Paulo,Outros,B.1.1,26
53,2020-03-01,Mar 2020,Sudeste,São Paulo,Outros,B.1.1.28,138
54,2020-03-01,Mar 2020,Sudeste,São Paulo,Outros,B.1.1.33,52
55,2020-03-01,Mar 2020,Sudeste,São Paulo,Outros,Outras,42
56,2020-03-01,Mar 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,2
57,2020-03-01,Mar 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,8
58,2020-03-01,Mar 2020,Sul,Paraná,FIOCRUZ,Outras,5
59,2020-03-01,Mar 2020,Sul,Paraná,Outros,B.1.1,3
60,2020-03-01,Mar 2020,Sul,Paraná,Outros,B.1.1.28,5
61,2020-03-01,Mar 2020,Sul,Paraná,Outros,B.1.1.33,1
62,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,2
63,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,4
64,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,6
65,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,2
66,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,Outros,B.1.1,5
67,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,5
68,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,4
69,2020-03-01,Mar 2020,Sul,Rio Grande do Sul,Outros,Outras,9
70,2020-03-01,Mar 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
71,2020-03-01,Mar 2020,Sul,Santa Catarina,FIOCRUZ,Outras,3
72,2020-03-01,Mar 2020,Sul,Santa Catarina,Outros,B.1.1,2
73,2020-03-01,Mar 2020,Sul,Santa Catarina,Outros,B.1.1.28,3
74,2020-03-01,Mar 2020,Sul,Santa Catarina,Outros,B.1.1.33,4
75,2020-03-01,Mar 2020,Sul,Santa Catarina,Outros,Outras,2
76,2020-04-01,Abr 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.28,1
77,2020-04-01,Abr 2020,Centro-oeste,Distrito Federal,Outros,B.1.1.33,1
78,2020-04-01,Abr 2020,Centro-oeste,Goiás,Outros,B.1.1.33,4
79,2020-04-01,Abr 2020,Centro-oeste,Goiás,Outros,Outras,3
80,2020-04-01,Abr 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
81,2020-04-01,Abr 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,2
82,2020-04-01,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,1
83,2020-04-01,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,4
84,2020-04-01,Abr 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,2
85,2020-04-01,Abr 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,2
86,2020-04-01,Abr 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,1
87,2020-04-01,Abr 2020,Nordeste,Bahia,Outros,B.1.1,2
88,2020-04-01,Abr 2020,Nordeste,Bahia,Outros,B.1.1.28,8
89,2020-04-01,Abr 2020,Nordeste,Bahia,Outros,B.1.1.33,31
90,2020-04-01,Abr 2020,Nordeste,Bahia,Outros,Outras,5
91,2020-04-01,Abr 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,8
92,2020-04-01,Abr 2020,Nordeste,Ceará,Outros,B.1.1,1
93,2020-04-01,Abr 2020,Nordeste,Ceará,Outros,B.1.1.33,1
94,2020-04-01,Abr 2020,Nordeste,Ceará,Outros,Outras,3
95,2020-04-01,Abr 2020,Nordeste,Maranhão,Outros,B.1.1.33,17
96,2020-04-01,Abr 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,17
97,2020-04-01,Abr 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,7
98,2020-04-01,Abr 2020,Nordeste,Paraíba,Outros,B.1.1,2
99,2020-04-01,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,53
100,2020-04-01,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,3
101,2020-04-01,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,1
102,2020-04-01,Abr 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,4
103,2020-04-01,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1,8
104,2020-04-01,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1.28,2
105,2020-04-01,Abr 2020,Nordeste,Pernambuco,Outros,B.1.1.33,1
106,2020-04-01,Abr 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1,1
107,2020-04-01,Abr 2020,Nordeste,Rio Grande do Norte,Outros,B.1.1.33,1
108,2020-04-01,Abr 2020,Nordeste,Rio Grande do Norte,Outros,Outras,6
109,2020-04-01,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1,3
110,2020-04-01,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.28,1
111,2020-04-01,Abr 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1.33,6
112,2020-04-01,Abr 2020,Nordeste,Sergipe,FIOCRUZ,Outras,12
113,2020-04-01,Abr 2020,Norte,Amapá,Outros,B.1.1.33,10
114,2020-04-01,Abr 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,2
115,2020-04-01,Abr 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
116,2020-04-01,Abr 2020,Norte,Amazonas,FIOCRUZ,Outras,31
117,2020-04-01,Abr 2020,Norte,Amazonas,Outros,B.1.1.33,2
118,2020-04-01,Abr 2020,Norte,Amazonas,Outros,Outras,3
119,2020-04-01,Abr 2020,Norte,Pará,Outros,B.1.1.28,29
120,2020-04-01,Abr 2020,Norte,Pará,Outros,B.1.1.33,6
121,2020-04-01,Abr 2020,Norte,Pará,Outros,Outras,2
122,2020-04-01,Abr 2020,Norte,Roraima,Outros,B.1.1.33,1
123,2020-04-01,Abr 2020,Norte,Roraima,Outros,Outras,1
124,2020-04-01,Abr 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
125,2020-04-01,Abr 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,5
126,2020-04-01,Abr 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,20
127,2020-04-01,Abr 2020,Sudeste,Minas Gerais,Outros,Outras,6
128,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,1
129,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,8
130,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,85
131,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,4
132,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,8
133,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,140
134,2020-04-01,Abr 2020,Sudeste,Rio de Janeiro,Outros,Outras,7
135,2020-04-01,Abr 2020,Sudeste,São Paulo,Outros,B.1.1,19
136,2020-04-01,Abr 2020,Sudeste,São Paulo,Outros,B.1.1.28,326
137,2020-04-01,Abr 2020,Sudeste,São Paulo,Outros,B.1.1.33,89
138,2020-04-01,Abr 2020,Sudeste,São Paulo,Outros,Outras,24
139,2020-04-01,Abr 2020,Sul,Paraná,FIOCRUZ,B.1.1,1
140,2020-04-01,Abr 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,10
141,2020-04-01,Abr 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,2
142,2020-04-01,Abr 2020,Sul,Paraná,FIOCRUZ,Outras,2
143,2020-04-01,Abr 2020,Sul,Paraná,Outros,B.1.1,1
144,2020-04-01,Abr 2020,Sul,Paraná,Outros,B.1.1.28,4
145,2020-04-01,Abr 2020,Sul,Paraná,Outros,B.1.1.33,3
146,2020-04-01,Abr 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,1
147,2020-04-01,Abr 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,4
148,2020-04-01,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1,3
149,2020-04-01,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,1
150,2020-04-01,Abr 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,18
151,2020-04-01,Abr 2020,Sul,Santa Catarina,Outros,B.1.1.28,1
152,2020-04-01,Abr 2020,Sul,Santa Catarina,Outros,B.1.1.33,2
153,2020-05-01,Mai 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,1
154,2020-05-01,Mai 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,4
155,2020-05-01,Mai 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,3
156,2020-05-01,Mai 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.28,1
157,2020-05-01,Mai 2020,Nordeste,Alagoas,FIOCRUZ,B.1.1.33,3
158,2020-05-01,Mai 2020,Nordeste,Bahia,Outros,B.1.1,1
159,2020-05-01,Mai 2020,Nordeste,Bahia,Outros,B.1.1.28,9
160,2020-05-01,Mai 2020,Nordeste,Bahia,Outros,B.1.1.33,5
161,2020-05-01,Mai 2020,Nordeste,Bahia,Outros,Outras,1
162,2020-05-01,Mai 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
163,2020-05-01,Mai 2020,Nordeste,Ceará,FIOCRUZ,Outras,7
164,2020-05-01,Mai 2020,Nordeste,Maranhão,Outros,B.1.1.33,4
165,2020-05-01,Mai 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,3
166,2020-05-01,Mai 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,2
167,2020-05-01,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,30
168,2020-05-01,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,2
169,2020-05-01,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,4
170,2020-05-01,Mai 2020,Nordeste,Pernambuco,FIOCRUZ,Outras,1
171,2020-05-01,Mai 2020,Norte,Acre,Outros,B.1.1.33,2
172,2020-05-01,Mai 2020,Norte,Amapá,Outros,B.1.1.33,6
173,2020-05-01,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,9
174,2020-05-01,Mai 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,6
175,2020-05-01,Mai 2020,Norte,Amazonas,FIOCRUZ,Outras,11
176,2020-05-01,Mai 2020,Norte,Amazonas,Outros,Outras,2
177,2020-05-01,Mai 2020,Norte,Pará,Outros,B.1.1,1
178,2020-05-01,Mai 2020,Norte,Pará,Outros,B.1.1.28,6
179,2020-05-01,Mai 2020,Norte,Pará,Outros,B.1.1.33,2
180,2020-05-01,Mai 2020,Norte,Pará,Outros,Outras,1
181,2020-05-01,Mai 2020,Norte,Pará,Outros,P.2,1
182,2020-05-01,Mai 2020,Norte,Rondônia,Outros,B.1.1.33,5
183,2020-05-01,Mai 2020,Norte,Rondônia,Outros,Outras,2
184,2020-05-01,Mai 2020,Norte,Roraima,Outros,B.1.1.33,1
185,2020-05-01,Mai 2020,Sudeste,Espírito Santo,FIOCRUZ,B.1.1.33,3
186,2020-05-01,Mai 2020,Sudeste,Espírito Santo,Outros,B.1.1.33,2
187,2020-05-01,Mai 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,4
188,2020-05-01,Mai 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,3
189,2020-05-01,Mai 2020,Sudeste,Minas Gerais,Outros,Outras,1
190,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,1
191,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,7
192,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,FIOCRUZ,Outras,1
193,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,1
194,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
195,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,41
196,2020-05-01,Mai 2020,Sudeste,Rio de Janeiro,Outros,Outras,4
197,2020-05-01,Mai 2020,Sudeste,São Paulo,Outros,B.1.1,2
198,2020-05-01,Mai 2020,Sudeste,São Paulo,Outros,B.1.1.28,101
199,2020-05-01,Mai 2020,Sudeste,São Paulo,Outros,B.1.1.33,17
200,2020-05-01,Mai 2020,Sudeste,São Paulo,Outros,Outras,4
201,2020-05-01,Mai 2020,Sudeste,São Paulo,Outros,P.2,1
202,2020-05-01,Mai 2020,Sul,Paraná,FIOCRUZ,B.1.1,3
203,2020-05-01,Mai 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,2
204,2020-05-01,Mai 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,8
205,2020-05-01,Mai 2020,Sul,Paraná,FIOCRUZ,Outras,2
206,2020-05-01,Mai 2020,Sul,Paraná,Outros,B.1.1.33,1
207,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1,3
208,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,1
209,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,24
210,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
211,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1,5
212,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,4
213,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,26
214,2020-05-01,Mai 2020,Sul,Rio Grande do Sul,Outros,Outras,2
215,2020-05-01,Mai 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,2
216,2020-05-01,Mai 2020,Sul,Santa Catarina,FIOCRUZ,Outras,1
217,2020-06-01,Jun 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,9
218,2020-06-01,Jun 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
219,2020-06-01,Jun 2020,Centro-oeste,Goiás,Outros,B.1.1.33,1
220,2020-06-01,Jun 2020,Centro-oeste,Goiás,Outros,Outras,1
221,2020-06-01,Jun 2020,Centro-oeste,Mato Grosso,FIOCRUZ,B.1.1.28,1
222,2020-06-01,Jun 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.28,1
223,2020-06-01,Jun 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,5
224,2020-06-01,Jun 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,3
225,2020-06-01,Jun 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,1
226,2020-06-01,Jun 2020,Nordeste,Bahia,Outros,B.1.1.28,6
227,2020-06-01,Jun 2020,Nordeste,Bahia,Outros,B.1.1.33,6
228,2020-06-01,Jun 2020,Nordeste,Bahia,Outros,Outras,1
229,2020-06-01,Jun 2020,Nordeste,Ceará,FIOCRUZ,B.1.1.33,2
230,2020-06-01,Jun 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,5
231,2020-06-01,Jun 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,1
232,2020-06-01,Jun 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,1
233,2020-06-01,Jun 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,3
234,2020-06-01,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1,35
235,2020-06-01,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1.28,3
236,2020-06-01,Jun 2020,Nordeste,Pernambuco,Outros,B.1.1.33,5
237,2020-06-01,Jun 2020,Nordeste,Pernambuco,Outros,Outras,4
238,2020-06-01,Jun 2020,Norte,Acre,Outros,B.1.1.33,2
239,2020-06-01,Jun 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,10
240,2020-06-01,Jun 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,1
241,2020-06-01,Jun 2020,Norte,Amazonas,FIOCRUZ,Outras,5
242,2020-06-01,Jun 2020,Norte,Pará,Outros,B.1.1.28,3
243,2020-06-01,Jun 2020,Norte,Pará,Outros,B.1.1.33,4
244,2020-06-01,Jun 2020,Norte,Rondônia,Outros,B.1.1.33,1
245,2020-06-01,Jun 2020,Norte,Roraima,Outros,B.1.1.33,2
246,2020-06-01,Jun 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,6
247,2020-06-01,Jun 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,8
248,2020-06-01,Jun 2020,Sudeste,Minas Gerais,Outros,Outras,1
249,2020-06-01,Jun 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,16
250,2020-06-01,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,2
251,2020-06-01,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,3
252,2020-06-01,Jun 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,21
253,2020-06-01,Jun 2020,Sudeste,São Paulo,Outros,B.1.1,1
254,2020-06-01,Jun 2020,Sudeste,São Paulo,Outros,B.1.1.28,48
255,2020-06-01,Jun 2020,Sudeste,São Paulo,Outros,B.1.1.33,20
256,2020-06-01,Jun 2020,Sul,Paraná,FIOCRUZ,B.1.1,58
257,2020-06-01,Jun 2020,Sul,Paraná,FIOCRUZ,B.1.1.28,20
258,2020-06-01,Jun 2020,Sul,Paraná,FIOCRUZ,B.1.1.33,4
259,2020-06-01,Jun 2020,Sul,Paraná,FIOCRUZ,Outras,2
260,2020-06-01,Jun 2020,Sul,Paraná,Outros,B.1.1,13
261,2020-06-01,Jun 2020,Sul,Paraná,Outros,B.1.1.28,4
262,2020-06-01,Jun 2020,Sul,Paraná,Outros,B.1.1.33,2
263,2020-06-01,Jun 2020,Sul,Paraná,Outros,Outras,1
264,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.28,1
265,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,B.1.1.33,6
266,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,FIOCRUZ,Outras,3
267,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1,4
268,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1.28,20
269,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,Outros,B.1.1.33,43
270,2020-06-01,Jun 2020,Sul,Rio Grande do Sul,Outros,Outras,13
271,2020-06-01,Jun 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.28,1
272,2020-06-01,Jun 2020,Sul,Santa Catarina,FIOCRUZ,B.1.1.33,1
273,2020-07-01,Jul 2020,Centro-oeste,Goiás,FIOCRUZ,B.1.1.33,2
274,2020-07-01,Jul 2020,Centro-oeste,Goiás,Outros,B.1.1.28,1
275,2020-07-01,Jul 2020,Centro-oeste,Goiás,Outros,B.1.1.33,2
276,2020-07-01,Jul 2020,Centro-oeste,Mato Grosso,Outros,B.1.1.33,1
277,2020-07-01,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.28,6
278,2020-07-01,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,B.1.1.33,6
279,2020-07-01,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,Outras,3
280,2020-07-01,Jul 2020,Centro-oeste,Mato Grosso do Sul,Outros,P.2,1
281,2020-07-01,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1,2
282,2020-07-01,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.28,4
283,2020-07-01,Jul 2020,Nordeste,Bahia,FIOCRUZ,B.1.1.33,1
284,2020-07-01,Jul 2020,Nordeste,Bahia,Outros,B.1.1.28,7
285,2020-07-01,Jul 2020,Nordeste,Bahia,Outros,B.1.1.33,4
286,2020-07-01,Jul 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1,1
287,2020-07-01,Jul 2020,Nordeste,Paraíba,FIOCRUZ,B.1.1.33,1
288,2020-07-01,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1,8
289,2020-07-01,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.28,4
290,2020-07-01,Jul 2020,Nordeste,Pernambuco,FIOCRUZ,B.1.1.33,4
291,2020-07-01,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1,20
292,2020-07-01,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1.28,2
293,2020-07-01,Jul 2020,Nordeste,Pernambuco,Outros,B.1.1.33,4
294,2020-07-01,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1,6
295,2020-07-01,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.28,3
296,2020-07-01,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,B.1.1.33,2
297,2020-07-01,Jul 2020,Nordeste,Rio Grande do Norte,FIOCRUZ,Outras,1
298,2020-07-01,Jul 2020,Nordeste,Sergipe,FIOCRUZ,B.1.1,1
299,2020-07-01,Jul 2020,Nordeste,Sergipe,FIOCRUZ,Outras,1
300,2020-07-01,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1,1
301,2020-07-01,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1.28,6
302,2020-07-01,Jul 2020,Norte,Amazonas,FIOCRUZ,B.1.1.33,5
303,2020-07-01,Jul 2020,Norte,Amazonas,FIOCRUZ,Outras,4
304,2020-07-01,Jul 2020,Norte,Pará,Outros,B.1.1.28,3
305,2020-07-01,Jul 2020,Norte,Pará,Outros,B.1.1.33,3
306,2020-07-01,Jul 2020,Norte,Pará,Outros,Outras,1
307,2020-07-01,Jul 2020,Sudeste,Minas Gerais,FIOCRUZ,B.1.1.33,1
308,2020-07-01,Jul 2020,Sudeste,Minas Gerais,Outros,B.1.1.28,11
309,2020-07-01,Jul 2020,Sudeste,Minas Gerais,Outros,B.1.1.33,9
310,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1,3
311,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.28,2
312,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,FIOCRUZ,B.1.1.33,36
313,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1,3
314,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.28,2
315,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,Outros,B.1.1.33,38
316,2020-07-01,Jul 2020,Sudeste,Rio de Janeiro,Outros,Outras,10
317,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1,5
318,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.28,53
319,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,B.1.1.33,12
320,2020-07-01,Jul 2020,Sudeste,São Paulo,Outros,Outras,4
